Title,Link,Description,word_count,ad_keywords_count,has_ad_phrases,has_ad,keyword_ratio,frequent_expressions,sentiment_score,sentiment_label,tag_cnt,image_cnt
MSI GF76 17인치 리뷰 가성비 게이밍 노트북 추천,https://blog.naver.com/tlwmzp123/223674077918,여기까지 17인치 대화면 가성비 게이밍 노트북 MSI GF76 리뷰였습니다. 고성능에 대화면까지 챙겨가고 싶으시다면 추천드릴 만 한 제품이네요. 긴 글 끝까지 읽어주셔서 감사합니다.,22,1,0,1,0.045454545454545456,"{'여기까지': 1, '17인치': 1, '대화면': 1, '가성비': 1, '게이밍': 1}",0.0,중립,0,0
가성비 노트북 추천 삼성 갤럭시북3 Go 5g 무선 마우스 추천... ,https://blog.naver.com/zpzp9285/223636147608,#가성비노트북추천 #대학생노트북추천 #삼성14인치노트북 #삼성갤럭시북 #삼성갤럭시북3Go #갤럭시북3Go5G #NT345XPA-K14A #무선마우스추천 #무선마우스연결 #블루투스마우스추천 #블루투스마우스연결,11,1,0,1,0.09090909090909091,"{'#가성비노트북추천': 1, '#대학생노트북추천': 1, '#삼성14인치노트북': 1, '#삼성갤럭시북': 1, '#삼성갤럭시북3Go': 1}",0.0,중립,11,0
업무용 노트북 추천 DELL XPS 13 DX9340-WP04KR 리뷰,https://hkebi.tistory.com/3053,여기 까지 이번 포스팅에서는 업무용 노트북 추천 DELL XPS 13 DX9340-WP04KR 리뷰를 해보았습니다. 업무용 노트북 찾으시는 분들주에서 디자인적인 측면과 무게등을 많이 고려 하신다면 괜찮을거... ,24,1,0,1,0.041666666666666664,"{'업무용': 2, '노트북': 2, '여기': 1, '까지': 1, '이번': 1}",0.0,중립,0,0
MSI 게이밍 노트북 추천 Sword GF76 B13VFK 장단점은?,https://blog.naver.com/yjg01212/223657955084,"MSI 게이밍 노트북 추천 Sword GF76 B13VFK 장단점은? 얼마 전, 지마켓 빅스마일데이가 시작되면서 삼성... 게이밍 노트북다운 독특한 마감, 여기에 키보드에는 4-Zone RGB 백라이트를 탑재하면서 게임 감성을... ",26,1,0,1,0.038461538461538464,"{'게이밍': 2, 'MSI': 1, '노트북': 1, '추천': 1, 'Sword': 1}",0.0,중립,0,0
AI 사무용 노트북 추천 HP EliteBook 860 G11,https://blog.naver.com/01198916129/223639526397,"휴대성 및 내구성의 균형을 보여주며, 니즈를 충족시켜 주거든요. 만약 여러분이 AI 기능과 높은 보안과 성능을 갖춘 노트북을 찾을 경우 추천드려요. (클릭)▶️제품구매 및 혜택보기 #사무용노트북추천",24,1,0,1,0.041666666666666664,"{'및': 2, '휴대성': 1, '내구성의': 1, '균형을': 1, '보여주며,': 1}",0.0,중립,1,0
HP 가성비 노트북 추천 EliteBook 635 Aero G11,https://blog.naver.com/ksw_a/223622365088,이 노트북은 실용성과 성능을 동시에 만족시켜 일상 업무와 다양한 작업을 원활하게 처리할 수 있습니다. 'HP 가성비 노트북'을 찾고 계신 분들께 이 제품을 적극 추천드립니다.,24,1,0,1,0.041666666666666664,"{'노트북은': 1, '실용성과': 1, '성능을': 1, '동시에': 1, '만족시켜': 1}",0.0,중립,0,0
업무용 AI 노트북 추천 HP 옴니북 울트라 플립 14 후기,https://blog.naver.com/soary81/223659008131,최근 프리미엄 노트북의 트렌드는 'AI' 라고 할 수 있겠습니다. 인공지능 기술의 성장이... 후기를 통해 업무용 AI 노트북 추천을 해볼까 합니다. HP 옴니북 울트라 플립 14는 35.6cm(14&quot;) 2880 x 1800 OLED... ,30,1,0,1,0.03333333333333333,"{'최근': 1, '프리미엄': 1, '노트북의': 1, '트렌드는': 1, ""'AI'"": 1}",0.25,긍정,0,0
삼성 노트북 추천 : 가성비 갤럭시북4 NT750XGR-A71A,https://blog.naver.com/holpi37/223658617610,"삼성 노트북 추천 구성품 - 상자 안에서 덜컹거리지 않게 자리를 딱 맞춰서 들어있습니다. 포장을... - 구성품은 삼성 노트북 본체 외에 C to C 케이블, 어댑터, 설명서입니다. 휴대성을 고려해서인지... ",28,1,0,1,0.03571428571428571,"{'삼성': 2, '노트북': 2, '-': 2, 'C': 2, '추천': 1}",0.0,중립,0,0
업무용 삼성 가성비 노트북 추천 - 갤럭시북4 NT750XGR-A31A,https://blog.naver.com/okok1326/223650380127,삼성 Galaxy Book 4 총평 NT750XGR-A31A는 2024년 삼성전자의 새로운 가성비 노트북으로 추천받는 제품인데요. 개인적으론 기본 메모리를 16GB로 제공해주는 점이 인상 깊었습니다. 보시다시피 인터넷 창 몇 개에... ,26,2,0,1,0.07692307692307693,"{'삼성': 1, 'Galaxy': 1, 'Book': 1, '4': 1, '총평': 1}",0.0,중립,0,0
사무용 가성비 16인치 노트북 추천 베이직북16 후기,https://blog.naver.com/skdaksdptn/223667299402,"사무용 가성비 16인치 노트북 추천 베이직북16 후기 이번 글에서는 멀티태스킹 효율이 높고 넷플릭스, 유튜브 같은 OTT를 넓은 화면에서 높은 몰입감으로 즐길 수 있는 16인치 노트북 중에서 매력적인... ",27,1,0,1,0.037037037037037035,"{'16인치': 2, '노트북': 2, '사무용': 1, '가성비': 1, '추천': 1}",0.0,중립,0,0
엠베스트 중등 가격 + 태블릿 인강 후기!,https://blog.naver.com/hfg574/223537272484,"엠베스트 중등 가격 + 태블릿 인강 후기! 올 해도 벌써 반 이상이 지났어요. 아들이 중학교에 입학한 후 시간이 더 빠르게 지나가는 것처럼 느껴졌어요. 3월에 입학한 것이 엊그제 같은데, 벌써 다음 주가... ",31,0,0,0,0.0,"{'벌써': 2, '입학한': 2, '엠베스트': 1, '중등': 1, '가격': 1}",0.0,중립,0,0
6세학습지 한글떼기 밀크티아이 태블릿 교구 활용 후기,https://blog.naver.com/bitsogum001/223651396186,"단순히 태블릿으로 영상 학습만 하는 게 아니라 다양한 참여를 독려하고 있었고, 태블릿 학습 후에는... -무료체험 링크 해당 후기는 기기 체험 후 소정의 원고료를 받아 작성하였습니다.",25,0,0,0,0.0,"{'단순히': 1, '태블릿으로': 1, '영상': 1, '학습만': 1, '하는': 1}",0.0,중립,0,0
엠베스트 중등인강 태블릿 학습 찐 후기!,https://blog.naver.com/sarosalmon/223627175437,"엠베스트 중등인강 태블릿 학습 찐 후기! 엠베스트 태블릿 가격 효과 본사 홈페이지 상담 신청 엠베스트 태블릿 가격 효과 상담 신청 하기 우리 아이는 공부에 대한 열정이 넘쳤으나, 그에 비해 성적이 별로 좋지... ",32,0,0,0,0.0,"{'엠베스트': 3, '태블릿': 3, '가격': 2, '효과': 2, '상담': 2}",0.0,중립,0,0
엠베스트 중등 가격 태블릿 온라인 강의 찐 후기 공유,https://blog.naver.com/design_gaon_/223661436686,"엠베스트 중등 가격 태블릿 온라인 강의 찐 후기 공유 엠베스트 중등 가격 온라인 강의 알아보기 엠베스트 중등 가격 무료체험 신청하기 우리 아이는 항상 학업에 대한 열정이 가득했지만, 노력에 비해서 성적이... ",30,0,0,0,0.0,"{'엠베스트': 3, '중등': 3, '가격': 3, '온라인': 2, '강의': 2}",0.0,중립,0,0
삼성 갤럭시 탭 S10 플러스 태블릿 AI 기능 후기 얼마나... ,https://blog.naver.com/anisaver/223665146087,"AI 기능 후기 사실 태블릿을 구입하려고 하는 유저들이라면 스마트폰보다 편하게 다양한 작업들을 하기 위해서일텐데, 삼성 갤럭시 탭 S10 플러스는 이런 포인트를 상당히 잘 맞춰서 준비된 제품이라는... ",26,0,0,0,0.0,"{'AI': 1, '기능': 1, '후기': 1, '사실': 1, '태블릿을': 1}",0.0,중립,0,0
갤럭시 탭 S9 FE+ 플러스 가성비 태블릿 선물 내돈내산 후기,https://blog.naver.com/heejunrice/223634773233,갤럭시 태블릿 시리즈 중에 갤럭시 탭 S9 FE 플러스 제품입니다 돈만 있으면 뭐 ㅋㅋㅋㅋㅋ 솔직히 갤럭시 탭 S10 플러스로 사는 게 스펙상 확실히 좋기는 하지만 저는 일단 가성비 좋은 태블릿으... ,30,0,0,0,0.0,"{'갤럭시': 3, '탭': 2, '태블릿': 1, '시리즈': 1, '중에': 1}",0.0,중립,0,0
엠베스트 중등 가격 및 태블릿 인터넷 강의 후기 공유,https://blog.naver.com/nomad_b-/223655589959,않아도 태블릿 하나로 편리하게 공부할 수 있었습니다. 엠베스트 7일 무료 체험하기 2. 여러가지 장점... 수업 후 눈에 띄는 학업 성취도 향상 그리고 교재와 학습 전용 태블릿을 연동시킨 공부 방법 덕분에 모든... ,31,0,0,0,0.0,"{'않아도': 1, '태블릿': 1, '하나로': 1, '편리하게': 1, '공부할': 1}",0.0,중립,0,0
6세학습지 한글떼기 구몬 태블릿 활용 후기,https://blog.naver.com/yh86yndepg/223654774489,"6세학습지 한글떼기 구몬 태블릿 활용 후기 6살이 되니 유치원에서도 학습을 시작하더라고요 아이가 그동안 한글때기에 크게 관심을 두지 않았었는데, 유치원에서 친구들이 글자를 읽는 모습을 보더니 조금씩... ",25,0,0,0,0.0,"{'6세학습지': 1, '한글떼기': 1, '구몬': 1, '태블릿': 1, '활용': 1}",0.0,중립,0,0
갤럭시탭 S10 플러스 볼수록 매력적인 태블릿 후기,https://blog.naver.com/dltmdgns2525/223656059579,오늘은 갤럭시탭 S10 플러스 볼수록 매력적인 태블릿 후기 관련 주제로 이야기를 나눠보는 시간을 가져볼까 합니다. 삼성에서 출시한 새로운 태블릿이 공개되었고 출시 이후 많은 사랑을 받고 있는데 구입을... ,27,0,0,0,0.0,"{'오늘은': 1, '갤럭시탭': 1, 'S10': 1, '플러스': 1, '볼수록': 1}",0.0,중립,0,0
갤럭시 탭 S9 FE 삼성 태블릿 후기,https://blog.naver.com/skdaksdptn/223310886620,"여기에 '멀티 컨트롤' 기능까지 활성화하면 노트북의 키보드, 마우스를 갤럭시 태블릿에서도 사용할 수 있다. 이는 생산성 향상에 긍정적인 영향을 준다. 지금까지 갤럭시 탭 S9 FE 후기를 공유했다.... ",26,0,0,0,0.0,"{'갤럭시': 2, ""'멀티"": 1, ""컨트롤'"": 1, '기능까지': 1, '활성화하면': 1}",0.0,중립,0,0
가성비 태블릿 추천 레노버 리전 Y700 2세대 실사용기,https://blog.naver.com/yjg01212/223660197083,"가성비 태블릿 추천 레노버 리전 Y700 2세대 실사용기 필자가 레노버 Y700 2세대를 사용한 지도 어느덧... 맺음 준수한 디자인, 그리고 휴대성 01 사실 필자의 관점에서 중국 브랜드의 태블릿이라 하면... ",28,1,0,1,0.03571428571428571,"{'레노버': 2, 'Y700': 2, '가성비': 1, '태블릿': 1, '추천': 1}",0.0,중립,0,0
갤럭시 탭 S10 플러스 추천 삼성 태블릿의 Galaxy AI로... ,https://blog.naver.com/moimoi1357/223610371190,삼성 태블릿 추천을 해야하는 이유가 더 많아졌습니다. 이번 시리즈의 특징은 Galaxy AI를 통해... 직접 테스트를 해 보니 업무용 디바이스로 삼성 갤럭시 탭 추천을 하기에 충분할 만큼 태블릿의 활용성이... ,28,1,0,1,0.03571428571428571,"{'삼성': 2, '추천을': 2, '태블릿': 1, '이유가': 1, '더': 1}",0.0,중립,0,0
아이패드 프로 7세대 태블릿 PC 추천드림,https://blog.naver.com/01198916129/223663380135,"아이패드 프로 7세대 태블릿 PC 추천드림 여러분, 오늘은 요즘 가장 핫한 태블릿 중 하나인 아이패드... 다음 시간에 또 만나요! #아이패드프로7세대 #태블릿추천 #태블릿pc #아이패드 #아이패드프로",24,1,0,1,0.041666666666666664,"{'태블릿': 2, '아이패드': 1, '프로': 1, '7세대': 1, 'PC': 1}",0.0,중립,5,0
iPLAY 50 MINI PRO - 10만원대 가성비 8인치 태블릿 추천,https://blog.naver.com/okok1326/223548619015,8인치 태블릿은 매우 매력적이므로 추천하지 않을 수가 없겠네요. 저 또한 오랫동안 살까말까 고민했는데 슬슬 하나 준비해봐야겠습니다. 지금까지 아이플레이 50 미니 프로 포스팅이었습니다.... ,22,1,0,1,0.045454545454545456,"{'8인치': 1, '태블릿은': 1, '매우': 1, '매력적이므로': 1, '추천하지': 1}",0.0,중립,0,0
11인치 가성비 태블릿 추천 AVVA PT11,https://blog.naver.com/whitepolarbear/223428806653,"보통 가성비 태블릿은 가격 보다 뛰어난 스펙을 가지고 있다는 것에 전제하에 추천을 합니다. AVVA PT11 역시 훌륭한 디스플레이와 프로세서, 넉넉한 램과 유심까지 지원한다는 것을 생각했을 때 충분히 가격... ",28,1,0,1,0.03571428571428571,"{'보통': 1, '가성비': 1, '태블릿은': 1, '가격': 1, '보다': 1}",0.0,중립,0,0
갤럭시탭 A9 플러스 A9+ 인강용 가성비 태블릿 추천,https://blog.naver.com/itexpert/223677249287,"가격도 20만 원 대에 형성되어 있는 가성비 태블릿 추천 모델입니다. 평소 동영상 감상이나 온라인 강의, 학습용으로 가성비 태블릿을 찾고 계셨다면, 참고해 보시기 바라며 이만 마치겠습니다.... ",25,1,0,1,0.04,"{'가성비': 2, '가격도': 1, '20만': 1, '원': 1, '대에': 1}",0.0,중립,0,0
가성비 8인치 태블릿 추천 샤오미 레드미 패드 SE 8.7,https://blog.naver.com/sanghyo1026/223637215406,가성비 좋고 휴대하기 편한 8인치 태블릿 추천 제품이에요. 샤오미 레드미 패드 SE 8.7 동영상이나 인강 시청을 하기 위한 적합한 태블릿은 큼직한 화면을 가지고 있으며 작고 가벼워 휴대하기 편해야... ,28,1,0,1,0.03571428571428571,"{'휴대하기': 2, '가성비': 1, '좋고': 1, '편한': 1, '8인치': 1}",0.0,중립,0,0
"11인치 인강용 태블릿 추천, 갤럭시탭 S9 일반 모델 및 FE... ",https://blog.naver.com/rlawnstn119/223653184410,8mm의 크기로 동일하게 11인치 디스플레이를 탑재하여 인강용 태블릿으로 적당한 수준을 보이고... 태블릿 추천 모델로는 문제 될 소지는 없어 보여요. 무엇보다 S9 FE 기종을 인강용 갤럭시탭 추천... ,26,1,0,1,0.038461538461538464,"{'인강용': 2, '8mm의': 1, '크기로': 1, '동일하게': 1, '11인치': 1}",0.0,중립,0,0
아이패드 미니 7세대 출시일 역대급 태블릿 추천 후기,https://blog.naver.com/dltmdgns2525/223676251834,오늘은 아이패드 미니 7세대 출시일 역대급 태블릿 추천 후기 관련 주제로 이야기를 나눠보는 시간을 가져볼까 합니다. 현재 애플에서 출시한 미니 태블릿으로 많은 사랑을 받고 있는 iPad Mini 7 모델 구입을... ,30,1,0,1,0.03333333333333333,"{'미니': 2, '오늘은': 1, '아이패드': 1, '7세대': 1, '출시일': 1}",0.0,중립,0,0
갤럭시탭 A9+ 플러스 가성비 보급형 태블릿 추천,https://blog.naver.com/danwoo47jh/223643414076,"가성비 보급형 태블릿 추천으로 가격 성능 딱 기본 이상이라 굿굿 갤럭시탭 A9+ 케이스 저희 아이는 요... ㅜㅜㅎ 무튼!! 가성비, 보급형 태블릿 찾는 분은 30만원정도인 갤럭시탭 A9+ 추천해요! :)",28,1,0,1,0.03571428571428571,"{'보급형': 2, '태블릿': 2, '갤럭시탭': 2, 'A9+': 2, '가성비': 1}",0.5,긍정,0,0
